,,,,,,,,,,,
,Day,Date,Open,High,Low,Close,SMAVG (50) on Close,SMAVG (100) on Close,SMAVG (200) on Close,Volume,SMAVG (150
,Mo,11/24/2014,21.29,22.76,21.07,22.7,21.9344,26.4922,30.9096,400.407k,377.067k
,,,,,,,,,,,
,Fr,11/21/2014,21.14,21.7,20.7,21.15,22.0046,26.69,31.0212,283.024k,387.65k
,Th,11/20/2014,21.4,21.58,20.85,21.14,22.1474,26.9098,31.1271,263.311k,409.623k
,We,11/19/2014,22,23,21.22,21.47,22.3078,27.148,31.2276,337.716k,424.36k
,Tu,11/18/2014,21.95,22.73,21.83,22.09,22.4546,27.3295,31.3188,266.615k,444.536k
,Mo,11/17/2014,21.25,22.4,20.843,21.77,22.5614,27.4845,31.4319,339.998k,474.709k
,,,,,,,,,,,
,Fr,11/14/2014,19.52,21.5,19.44,21.19,22.6894,27.6426,31.5436,444.371k,480.629k
,Th,11/13/2014,19,21.5,18.88,19.8,22.8104,27.7886,31.6729,591.99k,467.597k
,We,11/12/2014,20.68,20.7,19.68,20.04,22.955,27.9466,31.8169,552.158k,449.746k
,Tu,11/11/2014,21.2,21.78,20.6,20.65,23.0988,28.0977,31.9553,366.624k,446.761k
,Mo,11/10/2014,21.07,22.49,20.86,21.01,23.2496,28.2387,32.0948,511.204k,456.432k
,,,,,,,,,,,
,Fr,11/7/2014,21.36,21.54,20.5401,20.9,23.4148,28.3491,32.2273,214.746k,469.407k
,Th,11/6/2014,21.12,21.67,20.36,21.36,23.5944,28.4504,32.3757,324.028k,557.892k
,We,11/5/2014,23,23.43,21.13,21.23,23.7442,28.5503,32.5418,338.478k,599.574k
,Tu,11/4/2014,25.5,25.56,23.09,23.18,23.8928,28.633,32.7161,421.335k,618.375k
,Mo,11/3/2014,24.57,26.46,24.4,25.58,24.0072,28.6911,32.8836,559.149k,614.287k
,,,,,,,,,,,
,Fr,10/31/2014,24.76,25.74,24.3365,24.57,24.0568,28.7094,33.0441,612.619k,594.883k
,Th,10/30/2014,23.87,25.2,23.46,24.53,24.1068,28.7411,33.2225,484.365k,616.829k
,We,10/29/2014,24.71,25.2,22.4901,24.08,24.1582,28.7737,33.3841,640.353k,676.036k
,Tu,10/28/2014,23.45,25.2,23.23,24.58,24.226,28.8088,33.575,719.224k,693.176k
,Mo,10/27/2014,21.18,23.45,21.021,23.28,24.2828,28.8474,33.781,428.798k,671.84k
,,,,,,,,,,,
,Fr,10/24/2014,20.91,21.71,20.77,21.21,24.3694,28.9021,33.9985,248.881k,672.109k
,Th,10/23/2014,20.55,21.82,20.548,20.98,24.5184,28.9744,34.226,324.229k,708.026k
,We,10/22/2014,20.95,22.3999,20.37,20.52,24.6898,29.0561,34.4507,507.376k,764.409k
,Tu,10/21/2014,22.5,22.57,21.28,21.56,24.8846,29.1465,34.6763,511.693k,832.063k
,Mo,10/20/2014,23.8,23.89,21.79,21.97,25.0798,29.2276,34.8977,705.835k,842.13k
,,,,,,,,,,,
,Fr,10/17/2014,24,25.25,20.85,23.97,25.2492,29.2958,35.1224,1.542M,831.795k
,Th,10/16/2014,20.26,24.8699,20.1,23.89,25.4094,29.3373,35.3152,949.264k,752.187k
,We,10/15/2014,19.05,20.53,19,20.52,25.53,29.3847,35.4981,620.492k,748.357k
,Tu,10/14/2014,19.1,19.95,19,19.39,25.7142,29.4545,35.698,360.017k,756.452k
,Mo,10/13/2014,19.87,20.28,18.81,18.88,25.9474,29.5471,35.9161,268.089k,763.434k
,,,,,,,,,,,
,Fr,10/10/2014,18.11,20.75,17.81,19.78,26.202,29.615,36.1255,941.813k,767.904k
,Th,10/9/2014,17.9,19.04,16.72,18.21,26.4606,29.6743,36.3184,1.372M,740.041k
,We,10/8/2014,17.27,18.3,16,17.85,26.838,29.7505,36.5217,897.449k,664.109k
,Tu,10/7/2014,18,18.31,17.33,17.43,27.1406,29.8372,36.7075,399.181k,624.87k
,Mo,10/6/2014,17.98,18.539,17.81,18.02,27.4356,29.9179,36.8871,432.833k,616.915k
,,,,,,,,,,,
,Fr,10/3/2014,19.2,19.65,17.78,17.91,27.7352,30.046,37.0599,787.639k,644.867k
,Th,10/2/2014,19.09,20.2,18.02,19,28.036,30.169,37.234,1.17M,628.794k
,We,10/1/2014,20.81,20.88,17.89,18.96,28.33,30.2913,37.3978,1.522M,582.637k
,Tu,9/30/2014,21.96,22.07,20.35,20.89,28.6238,30.4231,37.5665,662.698k,524.527k
,Mo,9/29/2014,22.25,22.9,21.63,22,28.8744,30.5557,37.7329,550.799k,506.376k
,,,,,,,,,,,
,Fr,9/26/2014,23.49,23.7499,22.6,22.71,29.1134,30.696,37.8929,347.89k,498.239k
,Th,9/25/2014,24.7,25.19,22.45,23.27,29.3288,30.8306,38.0528,891.814k,507.899k
,We,9/24/2014,25.51,25.78,24.53,24.82,29.541,30.9611,38.2045,741.92k,478.527k
,Tu,9/23/2014,25.62,26.59,25.26,25.53,29.7554,31.059,38.358,464.757k,468.892k
,Mo,9/22/2014,25.25,26.39,25.25,25.74,29.9768,31.1572,38.5085,335.133k,468.846k
,,,,,,,,,,,
,Fr,9/19/2014,26.36,27.2,25.16,26.32,30.1922,31.2452,38.6658,523.867k,499.63k
,Th,9/18/2014,26.76,26.856,26.08,26.29,30.3824,31.3052,38.8163,233.48k,504.227k
,We,9/17/2014,26.23,27,26.23,26.51,30.5934,31.3648,38.9593,308.865k,512.63k
,Tu,9/16/2014,26.07,26.81,26.014,26.29,30.8176,31.4145,39.0938,279.862k,514.461k
,Mo,9/15/2014,28.2,28.22,25.9,26.21,31.05,31.4824,39.2302,852.111k,530.175k
,,,,,,,,,,,
,Fr,9/12/2014,29.19,29.51,28.15,28.29,31.3754,31.5428,39.3587,546.541k,523.01k
,Th,9/11/2014,28.67,29.21,27.93,29.16,31.6722,31.5836,39.4777,477.618k,531.942k
,We,9/10/2014,27.43,28.99,27.02,28.81,31.9882,31.5988,39.5995,650.545k,538.459k
,Tu,9/9/2014,28.04,28.6095,27.24,27.43,32.2044,31.6052,39.7244,390.431k,549.641k
,Mo,9/8/2014,27.05,28.3,27.02,28.17,32.4076,31.6149,39.8507,428.751k,567.129k
,,,,,,,,,,,
,Fr,9/5/2014,26.92,27.59,26.68,27.24,32.5958,31.589,39.9988,492.792k,585.672k
,Th,9/4/2014,27.16,27.93,26.82,27.03,32.7668,31.5757,40.1768,451.232k,665.332k
,We,9/3/2014,28.19,28.6,27.1,27.23,32.9382,31.58,40.3404,597.394k,688.287k
,Tu,9/2/2014,29.27,29.49,28.09,28.19,33.0966,31.5986,40.5071,464.065k,685.113k
,,,,,,,,,,,
,Fr,8/29/2014,29.8,30.47,28.3201,29.27,33.2278,31.6316,40.6612,796.903k,689.62k
,Th,8/28/2014,28.7,30.3,28.35,29.88,33.2834,31.648,40.823,592.822k,674.099k
,We,8/27/2014,28.6,29.19,28.11,28.85,33.3064,31.6644,40.9819,359.52k,683.679k
,Tu,8/26/2014,28.85,29.24,28.25,28.66,33.3564,31.711,41.1292,336.323k,687.471k
,Mo,8/25/2014,28.92,29.48,28.1063,28.9,33.3732,31.77,41.2586,515.573k,701.479k
,,,,,,,,,,,
,Fr,8/22/2014,27,28.68,26.82,28.06,33.375,31.8404,41.4026,744.647k,686.152k
,Th,8/21/2014,27.03,27.42,26.3663,27.07,33.362,31.9174,41.5579,680.513k,660.38k
,We,8/20/2014,27.47,27.66,26.75,27.1,33.3754,32.005,41.6981,575.373k,656.844k
,Tu,8/19/2014,27.44,28.3,26.95,27.47,33.3892,32.0864,41.8224,818.282k,671.65k
,Mo,8/18/2014,27.83,28.41,26.85,27.42,33.3916,32.1717,41.9417,652.749k,635.25k
,,,,,,,,,,,
,Fr,8/15/2014,29.38,29.63,27.33,27.61,33.412,32.2439,42.0624,706.891k,613.33k
,Th,8/14/2014,27.19,30.25,26.4301,28.66,33.4348,32.3211,42.1839,1.688M,582.236k
,We,8/13/2014,30.42,30.8,28.67,29.55,33.4304,32.3867,42.2956,795.56k,495.323k
,Tu,8/12/2014,31.71,31.85,30.12,30.26,33.4224,32.4534,42.4099,549.786k,466.981k
,Mo,8/11/2014,30.57,31.88,29.8,31.32,33.4084,32.5448,42.5217,531.668k,460.644k
,,,,,,,,,,,
,Fr,8/8/2014,32.16,32.16,29.69,30.44,33.3754,32.6691,42.6275,564.096k,447.751k
,Th,8/7/2014,31.4,33.4899,30.88,31.98,33.3424,32.7877,42.7313,736.523k,440.011k
,We,8/6/2014,29.53,30.8,29.2601,29.92,33.2652,32.8863,42.83,416.397k,420.711k
,Tu,8/5/2014,30.93,31.395,28.8542,29.73,33.2394,32.9864,42.9529,546.447k,421.333k
,Mo,8/4/2014,31.67,32.54,30.81,31.05,33.1948,33.1009,43.0689,285.666k,422.22k
,,,,,,,,,,,
,Fr,8/1/2014,32.38,33.4899,31.13,31.61,33.1468,33.2093,43.1728,358.055k,423.156k
,Th,7/31/2014,34.03,34.7699,32.685,32.71,33.028,33.3175,43.2808,627.481k,429.828k
,We,7/30/2014,33.22,37.15,33.01,37.08,32.888,33.4185,43.3795,797.469k,427.062k
,Tu,7/29/2014,32.12,33.17,32.1,32.98,32.663,33.4969,43.4527,272.269k,396.641k
,Mo,7/28/2014,33,33.06,31.76,32.18,32.5338,33.5989,43.5418,323.956k,413.193k
,,,,,,,,,,,
,Fr,7/25/2014,32.8,33.7153,32.44,33,32.4002,33.7302,43.6347,240.473k,452.916k
,Th,7/24/2014,33.8,33.85,32.25,32.95,32.3568,33.8611,43.7228,384.003k,455.977k
,We,7/23/2014,34.56,34.56,33.25,33.7,32.302,33.9824,43.7996,370.427k,484.482k
,Tu,7/22/2014,33.8,34.97,33.108,33.65,32.2526,34.1084,43.8521,454.733k,697.667k
,Mo,7/21/2014,33.74,33.82,33.01,33.42,32.2224,34.2393,43.8989,338.276k,751.534k
,,,,,,,,,,,
,Fr,7/18/2014,33.33,34.24,33.1,33.95,32.237,34.3584,43.9503,447.989k,781.089k
,Th,7/17/2014,33.72,34.735,33,33.48,32.2786,34.4726,44.0075,447.03k,784.949k
,We,7/16/2014,35.75,36.48,33.65,33.88,32.3324,34.595,44.0531,425.722k,788.64k
,Tu,7/15/2014,36.79,37.19,34.81,35.54,32.3812,34.7202,44.1091,559.755k,811.414k
,Mo,7/14/2014,37.23,37.51,36.51,36.6,32.3626,34.8318,44.1554,299.701k,814.808k
,,,,,,,,,,,
,Fr,7/11/2014,35.8,37.7,35.75,36.51,32.3376,34.9211,44.2112,458.14k,875.093k
,Th,7/10/2014,35.65,36.7,35.09,35.83,32.2982,35.0291,44.2733,585.984k,869.722k
,We,7/9/2014,38.35,38.76,36.45,36.84,32.228,35.1245,44.3405,341.164k,851.396k
,Tu,7/8/2014,38.31,39.52,36.57,37.72,32.1362,35.2021,44.4187,520.547k,862.121k
,Mo,7/7/2014,42.23,42.55,37.67,37.91,32.0114,35.2551,44.5014,919.793k,844.104k
,,,,,,,,,,,
,Th,7/3/2014,43.05,43.15,41.52,42.48,31.9148,35.3271,44.5681,286.388k,807.836k
,We,7/2/2014,44.39,44.759,42.5,43.13,31.7102,35.3525,44.6029,811.582k,799.541k
,Tu,7/1/2014,40.27,48.657,40,44.96,31.495,35.3444,44.6413,3.568M,756.636k
,Mo,6/30/2014,37.83,42.57,37.4815,39.62,31.2094,35.3072,44.6949,1.263M,531.52k
,,,,,,,,,,,
,Fr,6/27/2014,37.41,38.64,37.34,37.59,31.006,35.308,44.7745,781.6k,463.136k
,Th,6/26/2014,35.36,37.59,35.36,37.58,30.8222,35.3793,44.8997,505.885k,423.748k
,We,6/25/2014,35.5,35.95,35.0401,35.79,30.5822,35.4446,45.0253,502.399k,403.921k
,Tu,6/24/2014,35.16,36.43,35.04,35.6,30.3846,35.5573,45.1722,767.326k,387.035k
,Mo,6/23/2014,34.75,35.97,33.95,35.15,30.2218,35.6872,45.3232,610.67k,351.69k
,,,,,,,,,,,
,Fr,6/20/2014,31.33,35.16,31.33,34.75,30.1006,35.813,45.4804,1.204M,329.959k
,Th,6/19/2014,31.02,33,31.02,32.05,30.0354,35.951,45.6525,377.571k,277.671k
,We,6/18/2014,31.09,31.74,30.7901,31.03,30.0126,36.1055,45.8406,311.097k,268.794k
,Tu,6/17/2014,29.6,31.75,29.48,31.35,30.0224,36.3011,46.028,502.041k,263.194k
,Mo,6/16/2014,29.03,29.53,28.68,29.5,30.0656,36.5333,46.2276,250.288k,259.66k
,,,,,,,,,,,
,Fr,6/13/2014,27.43,28.99,27.1501,28.99,30.1668,36.7993,46.43,375.781k,269.967k
,Th,6/12/2014,27.53,27.95,27.16,27.41,30.3058,37.0761,46.6353,161.96k,292.981k
,We,6/11/2014,27.31,28.24,27.3,27.74,30.4728,37.3788,46.8504,168.009k,310.441k
,Tu,6/10/2014,27.84,28.39,27.6,27.79,30.6346,37.7039,47.0507,191.45k,325.311k
,Mo,6/9/2014,28.21,28.46,27.4,27.59,30.7836,37.9945,47.2435,236.99k,341.845k
,,,,,,,,,,,
,Fr,6/6/2014,28.57,29.5799,28.34,28.44,30.9518,38.3412,47.4468,190.781k,378.269k
,Th,6/5/2014,28.37,28.88,27.67,28.75,31.0758,38.7147,47.651,208.479k,472.408k
,We,6/4/2014,28.78,29.49,28.4,28.44,31.2074,39.0948,47.8501,249.111k,511.622k
,Tu,6/3/2014,29.54,29.7,28.52,29.15,31.343,39.4776,48.0391,237.149k,530.189k
,Mo,6/2/2014,29.83,30.46,29.07,29.56,31.4844,39.8453,48.2108,284.705k,534.921k
,,,,,,,,,,,
,Fr,5/30/2014,28.84,29.75,28.1701,29.67,31.6812,40.206,48.3992,419.653k,536.557k
,Th,5/29/2014,27.94,28.98,27.94,28.79,31.9628,40.5678,48.6292,244.415k,528.443k
,We,5/28/2014,28.5,28.87,27.5,28.12,32.233,40.949,48.839,227.104k,526.476k
,Tu,5/27/2014,27.57,29.24,27.57,28.63,32.5074,41.2931,49.0269,449.029k,535.128k
,,,,,,,,,,,
,Fr,5/23/2014,29.15,29.18,27.2,27.5,32.7334,41.6114,49.2167,404.886k,530.249k
,Th,5/22/2014,26.01,28.77,25.65,28.65,33.007,41.9416,49.3975,720.993k,517.633k
,We,5/21/2014,25.85,25.8899,25.12,25.67,33.2718,42.2851,49.5941,423.867k,495.357k
,Tu,5/20/2014,25.97,26.3598,25.05,25.71,33.607,42.6361,49.7861,391.051k,494.378k
,Mo,5/19/2014,26.25,26.9799,25.15,25.83,33.949,42.9625,49.972,439.466k,488.321k
,,,,,,,,,,,
,Fr,5/16/2014,25.72,27.25,25.65,26.52,34.3308,43.2929,50.1519,783.341k,483.871k
,Th,5/15/2014,27.27,28.4,25.45,25.4999,34.664,43.5777,50.3244,1.603M,457.969k
,We,5/14/2014,30.25,32.28,30.06,30.83,35.0602,43.8564,50.509,796.686k,376.45k
,Tu,5/13/2014,31.7,32.39,30.13,30.21,35.3654,44.0739,50.6872,527.608k,350.081k
,Mo,5/12/2014,32.46,32.97,30.99,31.23,35.6628,44.299,50.8549,308.134k,353.687k
,,,,,,,,,,,
,Fr,5/9/2014,32.99,33.73,31.9,32.14,35.9642,44.5042,51.0055,309.243k,353.706k
,Th,5/8/2014,35.67,36.7999,34.03,34.15,36.2562,44.7099,51.1524,297.941k,362.675k
,We,5/7/2014,36.39,36.39,33.8,36.03,36.4798,44.9101,51.2969,214.91k,377.726k
,Tu,5/6/2014,35.97,37.8,35.5,36.17,36.6666,45.0899,51.4451,356.886k,396.985k
,Mo,5/5/2014,33.94,36.97,33.75,36.32,36.8576,45.2751,51.5811,375.851k,421.778k
,,,,,,,,,,,
,Fr,5/2/2014,35.05,35.4899,34,34.61,37.0592,45.4479,51.7028,215.639k,436.947k
,Th,5/1/2014,34.62,36.89,33.8201,35.35,37.301,45.657,51.8389,386.853k,454.96k
,We,4/30/2014,32.08,34.86,31.099,34.54,37.5046,45.8599,51.9439,409.189k,457.521k
,Tu,4/29/2014,32.04,32.32,30.521,32.32,37.76,46.0864,52.0923,300.198k,459.612k
,Mo,4/28/2014,32.69,32.929,30.5,32.25,38.021,46.3275,52.2684,372.711k,476.377k
,,,,,,,,,,,
,Fr,4/25/2014,32.6,33.459,31.14,31.48,38.268,46.5538,52.4546,394.813k,480.429k
,Th,4/24/2014,32.53,33.8,31.58,33.08,38.4988,46.773,52.6397,380.095k,475.802k
,We,4/23/2014,32.54,32.85,31.151,32.25,38.7394,46.978,52.8305,401.144k,463.021k
,Tu,4/22/2014,31,33.09,30.75,32.37,38.9948,47.1746,53.0209,581.7k,459.436k
,Mo,4/21/2014,29.73,30.9,29,30.68,39.1938,47.3718,53.1875,308.424k,440.398k
,,,,,,,,,,,
,Th,4/17/2014,28.65,29.7899,27.63,29.45,39.405,47.6002,53.3451,443.764k,444.639k
,We,4/16/2014,25.98,28.49,25.8,28.4,39.61,47.8437,53.5253,523.708k,453.156k
,Tu,4/15/2014,25.81,26.42,24.34,25.58,39.9364,48.0864,53.7032,503.797k,444.072k
,Mo,4/14/2014,27.76,28.24,25.35,25.91,40.307,48.4087,53.8839,728.782k,433.25k
,,,,,,,,,,,
,Fr,4/11/2014,28.63,29.5,27.23,27.46,40.73,48.7778,54.0492,603.384k,426.594k
,Th,4/10/2014,31.57,31.58,28.9,29.09,41.1526,49.1007,54.1884,485.835k,460.026k
,We,4/9/2014,31.26,32.19,30.56,31.49,41.5254,49.4157,54.313,425.273k,535.323k
,Tu,4/8/2014,30.78,31.83,30.25,30.91,41.8666,49.6908,54.4142,440.547k,545.648k
,Mo,4/7/2014,33.18,33.48,30.8,31.52,42.1984,49.9981,54.5153,551.674k,537.332k
,,,,,,,,,,,
,Fr,4/4/2014,35.49,35.49,32.03,33.51,42.5798,50.2994,54.6045,433.5k,520.405k
,Th,4/3/2014,35.81,35.985,34.1,34.56,43.001,50.5473,54.6857,325.398k,516.362k
,We,4/2/2014,36,36.12,35.43,35.94,43.4318,50.7473,54.7703,188.382k,513.319k
,Tu,4/1/2014,35.8,36.5,35.42,35.76,43.8464,50.9648,54.8516,347.367k,522.116k
,Mo,3/31/2014,37.15,37.15,35.7,35.83,44.2848,51.1985,54.9252,296.14k,519.512k
,,,,,,,,,,,
,Fr,3/28/2014,36.51,37.2,34.87,35.24,44.7732,51.3912,55.0061,372.03k,532.214k
,Th,3/27/2014,34.51,36,33.0501,36,45.2054,51.5585,55.0747,571.53k,532.39k
,We,3/26/2014,35.41,35.96,34.36,34.64,45.7306,51.7118,55.1543,387.446k,528.244k
,Tu,3/25/2014,35.2,36.4725,34.6,35.33,46.3536,51.8809,55.228,341.455k,518.288k
,Mo,3/24/2014,37.11,37.11,34.3501,35.22,46.9822,52.0468,55.2804,628.945k,514.655k
,,,,,,,,,,,
,Fr,3/21/2014,39.35,39.77,35.141,36.22,47.6122,52.2044,55.3437,1.105M,492.158k
,Th,3/20/2014,38.79,40.929,38.5,39.4,48.2062,52.3664,55.3772,1.615M,445.275k
,We,3/19/2014,43.7,43.95,41.64,43.75,48.7308,52.4987,55.4026,580.144k,392.189k
,Tu,3/18/2014,42.04,43.2575,40.911,42.3,49.1728,52.586,55.4079,315.814k,368.709k
,Mo,3/17/2014,40.66,41.928,40,41.84,49.665,52.6749,55.4445,297.769k,367.366k
,,,,,,,,,,,
,Fr,3/14/2014,40.81,41.176,39.26,39.93,50.0788,52.7737,55.4803,372.858k,371.537k
,Th,3/13/2014,41.98,42.45,40.51,41.18,50.4894,52.9193,55.5167,279.749k,373.523k
,We,3/12/2014,41.78,42.2,40.35,41.89,50.8762,53.0369,55.5431,320.341k,370.206k
,Tu,3/11/2014,43.01,43.9761,41.65,42.43,51.2984,53.1363,55.5587,308.309k,375.011k
,Mo,3/10/2014,44.41,44.73,41.81,42.81,51.6652,53.244,55.567,486.657k,383.712k
,,,,,,,,,,,
,Fr,3/7/2014,44,45.199,43.09,44.92,51.976,53.3405,55.56,374.679k,373.414k
,Th,3/6/2014,45.36,45.6,43.03,43.18,52.255,53.4085,55.5536,509.332k,367.014k
,We,3/5/2014,46.2,46.279,44.65,45.31,52.4914,53.4847,55.5547,238.109k,367.592k
,Tu,3/4/2014,46.06,46.71,45.555,46.09,52.6526,53.5392,55.5312,286.962k,377.616k
,Mo,3/3/2014,45.41,45.6999,44.4901,45.08,52.7824,53.5845,55.4898,291.484k,386.352k
,,,,,,,,,,,
,Fr,2/28/2014,47.62,47.92,45.5,46.3,52.9352,53.6169,55.4702,401.634k,390.533k
,Th,2/27/2014,45.28,48.8,45.14,46.74,53.0442,53.5958,55.4817,818.989k,397.42k
,We,2/26/2014,45,46.1,44.78,45.33,53.1636,53.5585,55.4698,227.949k,442.102k
,Tu,2/25/2014,45.5,46.2999,44.15,45.37,53.3404,53.5422,55.4534,295.669k,454.52k
,Mo,2/24/2014,46.25,46.91,45.51,45.72,53.5132,53.5424,55.428,360.337k,481.584k
,,,,,,,,,,,
,Fr,2/21/2014,47,48.3799,46.12,46.4,53.6926,53.5112,55.4016,402.643k,479.89k
,Th,2/20/2014,46,47.15,45.6101,46.7,53.8366,53.498,55.3745,229.995k,480.395k
,We,2/19/2014,47.5,47.834,45.39,45.53,54.013,53.4791,55.3389,392.412k,496.327k
,Tu,2/18/2014,46.4,47.98,46.0142,47.31,54.2152,53.5012,55.3029,438.824k,507.176k
,,,,,,,,,,,
,Fr,2/14/2014,45.34,46.48,44.67,45.37,54.4128,53.5174,55.2539,332.186k,545.905k
,Th,2/13/2014,42.92,44.75,42.3,44.6,54.634,53.5564,55.2132,278.69k,582.652k
,We,2/12/2014,45.11,46,42.91,43.02,54.8396,53.6353,55.1822,517.995k,596.518k
,Tu,2/11/2014,45.5,46.459,45.02,45.11,55.0472,53.7477,55.1506,388.477k,588.405k
,Mo,2/10/2014,42.8,45.232,42.5,45.02,55.2166,53.8092,55.1048,417.995k,595.274k
,,,,,,,,,,,
,Fr,2/7/2014,42.23,42.839,41.5401,42.32,55.3544,53.8533,55.0599,354.207k,611.883k
,Th,2/6/2014,40.01,42.43,39.2601,41.24,55.5498,53.9381,55.0205,504.927k,652.832k
,We,2/5/2014,40.96,42.1,37.8,39.7,55.7954,54.0826,54.9813,1.489M,782.958k
,Tu,2/4/2014,44.73,45.6858,43.54,44.72,56.0774,54.241,54.9418,414.226k,799.991k
,Mo,2/3/2014,46.8,47.999,42.88,44.11,56.2364,54.4202,54.8843,701.629k,855.486k
,,,,,,,,,,,
,Fr,1/31/2014,47.68,48.41,46.651,47.06,56.5104,54.6061,54.8355,334.926k,831.17k
,Th,1/30/2014,48.92,49.74,48.38,48.59,56.8256,54.7871,54.7763,410.209k,845.28k
,We,1/29/2014,48.25,49.37,47.51,47.73,57.0488,54.9593,54.7089,468.985k,846.669k
,Tu,1/28/2014,48.7,49.49,47.845,48.55,57.306,55.1479,54.6406,555.146k,861.034k
,Mo,1/27/2014,50.21,50.9,45.85,47.5,57.515,55.3539,54.5836,1.02M,884.858k
,,,,,,,,,,,
,Fr,1/24/2014,53.95,53.95,50.5,50.59,57.7978,55.5757,54.5269,883.398k,921.207k
,Th,1/23/2014,56,56.95,54.34,54.57,58.019,55.7549,54.4506,486.671k,900.905k
,We,1/22/2014,56.41,57.3,55.78,56.1,58.0936,55.9219,54.3327,396.297k,896.087k
,Tu,1/21/2014,57.59,59.61,56.12,56.67,58.0628,56.0608,54.2011,491.512k,905.153k
,,,,,,,,,,,
,Fr,1/17/2014,60.85,61.689,57.25,57.68,58.0832,56.1945,54.0711,667.135k,950.724k
,Th,1/16/2014,57.74,60.8661,57.2,60.25,58.1122,56.322,53.937,968.447k,945.836k
,We,1/15/2014,54.99,58.05,54,56.85,58.0092,56.3975,53.7933,2.457M,917.089k
,Tu,1/14/2014,64.4,64.76,60.1,62.26,57.9116,56.4925,53.6742,1.745M,803.982k
,Mo,1/13/2014,66.99,70.25,65,65.79,57.693,56.5523,53.5306,1.247M,717.792k
,,,,,,,,,,,
,Fr,1/10/2014,66.72,67.375,65.75,66.76,57.4082,56.5873,53.3691,336.881k,652.427k
,Th,1/9/2014,66,67.4,64.67,66.72,57.1114,56.6053,53.1883,546.586k,648.17k
,We,1/8/2014,65.12,67.36,64.21,65.92,56.7966,56.6005,53.0127,431.038k,632.78k
,Tu,1/7/2014,66,68,65,65.63,56.5266,56.5762,52.843,684.459k,625.224k
,Mo,1/6/2014,68,68.2,63,65.85,56.2666,56.5923,52.6749,912.511k,604.333k
,,,,,,,,,,,
,Fr,1/3/2014,63.2,67,62.93,66.91,55.9992,56.6905,52.4987,1.565M,563.121k
,Th,1/2/2014,60.99,62.84,59.2901,62.53,55.6848,56.729,52.3175,578.865k,483.826k
,Tu,12/31/2013,60.69,61.51,58.9,60.46,55.4686,56.7607,52.1573,414.397k,464.867k
,Mo,12/30/2013,62.79,62.79,59.13,60.52,55.3492,56.8219,52.0105,532.289k,458.848k
,,,,,,,,,,,
,Fr,12/27/2013,61.5,63.06,60.5201,63,55.1976,56.8533,51.8619,1.175M,434.872k
,Th,12/26/2013,58.83,61.128,58.4,60.77,54.9742,56.9031,51.7006,593.815k,374.09k
,Tu,12/24/2013,59,59.9989,54.611,58.35,54.8228,56.9361,51.5375,537.238k,357.953k
,Mo,12/23/2013,55.5,59.49,55.11,58.87,54.705,56.9814,51.385,760.214k,347.169k
,,,,,,,,,,,
,Fr,12/20/2013,53.73,55.41,53.45,55,54.562,57.0108,51.2332,451.865k,318.187k
,Th,12/19/2013,52.31,53.81,51.8801,53.37,54.478,57.071,51.0987,266.177k,296.006k
,We,12/18/2013,52.58,53.22,51.55,52.58,54.4258,57.1616,50.9698,273.021k,300.951k
,Tu,12/17/2013,51.75,53,51.1,52.72,54.3866,57.3005,50.8408,315.741k,308.695k
,Mo,12/16/2013,52.8,53.49,51.08,51.75,54.2986,57.4108,50.7098,317.702k,323.101k
,,,,,,,,,,,
,Fr,12/13/2013,54.5,54.5,52.15,52.71,54.1474,57.5068,50.5872,371.092k,336.929k
,Th,12/12/2013,53.86,54.95,53.8,54.17,53.9534,57.5949,50.4558,294.325k,371.712k
,We,12/11/2013,55.47,56.25,53.12,54.01,53.744,57.6837,50.3209,375.567k,433.604k
,Tu,12/10/2013,53.5,54.98,53.5,54.69,53.5716,57.8003,50.1874,294.472k,494.583k
,Mo,12/9/2013,55,55.95,53.5,53.6,53.3298,57.8871,50.0419,324.119k,583.354k
,,,,,,,,,,,
,Fr,12/6/2013,55.64,56.98,54.75,55.52,53.1594,57.9577,49.9023,172.646k,621.08k
,Th,12/5/2013,57,57.19,54.78,55.64,52.9452,58.0208,49.758,263.36k,748.655k
,We,12/4/2013,56.89,57.65,56.1601,57.19,52.7872,58.0279,49.6111,351.758k,802.176k
,Tu,12/3/2013,54.51,56.829,54.51,56.43,52.622,58.0982,49.4529,375.483k,822.524k
,Mo,12/2/2013,53.16,55.23,52.73,54.88,52.4788,58.2093,49.3063,325.48k,867.643k
,,,,,,,,,,,
,Fr,11/29/2013,53.57,54.49,53.02,53.4,52.431,58.3553,49.1591,119.151k,877.746k
,We,11/27/2013,52,53.76,51.95,53.58,52.4482,58.5063,49.028,340.342k,908.681k
,Tu,11/26/2013,51.27,52.84,50.8,51.91,52.4018,58.683,48.9001,389.19k,940.757k
,Mo,11/25/2013,54.53,55.49,50.55,52.09,52.3522,58.8671,48.7781,531.83k,994.12k
,,,,,,,,,,,
,Fr,11/22/2013,55.3,56.1799,52.77,53.52,52.3264,59.0031,48.668,525.127k,996.917k
,Th,11/21/2013,51.73,55.48,51.51,53.8,52.3698,59.0899,48.5509,892.827k,973.871k
,We,11/20/2013,59.47,59.8,51.35,52.67,52.4046,59.2068,48.4145,1.223M,931.595k
,Tu,11/19/2013,62.28,63.5,56.02,57.81,52.604,59.32,48.2411,1.29M,866.802k
